airline_handle,id_str,created_at,tweet,retweet_count,favorite_count,lang,in_reply_to_status_id_str,user_id_str,place_country_code,place_full_name,place_type,sentiment
AlaskaAir,9.6129E+17,Wed Feb 07 17:25:07 +0000 2018,RT @MelissaWillhite: Loving the view! Great flight. Great crew. @AlaskaAir #iFlyAlaska https://t.co/RVbPTDmpbg,10,0,en,,7.77931E+17,,,,positive
AlaskaAir,9.6129E+17,Wed Feb 07 17:24:47 +0000 2018,RT @AlaskaAir: Taking in the view from Baker Beach should be a priority. #MostWestCoast #FlightDeals https://t.co/xhycMeB12E https://t.co/Bâ€_,11,0,en,,7.77931E+17,,,,positive
AlaskaAir,9.61289E+17,Wed Feb 07 17:21:26 +0000 2018,RT @AlaskaAir: Next time you are window shopping in Seattle  check out our new uniforms by @LulyYangCouture on display. #FlyFashion https:/â€_,3,0,en,,1667758969,,,,negative
AlaskaAir,9.61289E+17,Wed Feb 07 17:20:44 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,19926872,,,,neutral
AlaskaAir,9.61288E+17,Wed Feb 07 17:16:56 +0000 2018,RT @AlaskaAir: Next time you are window shopping in Seattle  check out our new uniforms by @LulyYangCouture on display. #FlyFashion https:/â€_,3,0,en,,177475572,,,,negative
AlaskaAir,9.61288E+17,Wed Feb 07 17:16:35 +0000 2018,RT @AlaskaAir: Join us in telling Congress not to raise the Airport Tax. Learn more at https://t.co/pf4UC4t1yR https://t.co/8C39JUxRi0,23,0,en,,93950784,,,,neutral
AlaskaAir,9.61286E+17,Wed Feb 07 17:10:44 +0000 2018,RT @AlaskaAir: What's on our horizon for 2018? CEO Brad Tilden looks back on 2017 and to the exciting things ahead. https://t.co/CllHO0SnO9â€_,13,0,en,,759903343,,,,neutral
AlaskaAir,9.61286E+17,Wed Feb 07 17:09:46 +0000 2018,@airmarietta @AlaskaAir @joe_landon No adult beverages?,0,0,en,9.61285E+17,209492408,,,,neutral
AlaskaAir,9.61285E+17,Wed Feb 07 17:07:46 +0000 2018,Flight attendant on @AlaskaAir gave me chocolate for putting up with @joe_landon flying so much.  Now thatâ€™s a nice touch! #75KWifeLife,0,0,en,,155633376,,,,positive
AlaskaAir,9.61282E+17,Wed Feb 07 16:54:52 +0000 2018,@tadousay @AlaskaAir Do you get/use SkyMiles through anyone specific? Just wondering. I need to start investigating that further.....,0,0,en,9.61272E+17,488020419,,,,neutral
AlaskaAir,9.61282E+17,Wed Feb 07 16:53:05 +0000 2018,Mt St Helens looking fab this morning! @AlaskaAir pilots always do a good job of calling out landmarks! https://t.co/JgUfonHeyJ,0,0,en,,155633376,US,Washington  USA,admin,positive
